ship_city,ship_state,ship_postal_code,ship_country
NURPUR,HIMACHAL PRADESH,176051.0,IN
SAS Nagar,Punjab,160059.0,IN
Jammu,JAMMU & KASHMIR,181152.0,IN
NARWANA,HARYANA,126116.0,IN
"Kavali,Nellore Dt",ANDHRA PRADESH,524201.0,IN
"DEBIPUR, PANAGARH",WEST BENGAL,713148.0,IN
SIWAN,BIHAR,841245.0,IN
BANGALORE,KARNATAKA,560013.0,IN
Kannur,KERALA,670303.0,IN
NAUGARH,UTTAR PRADESH,272202.0,IN
Malegaon,MAHARASHTRA,423208.0,IN
GUNDLUPET,KARNATAKA,571123.0,IN
Bethuadharai,WEST BENGAL,741126.0,IN
Pune,MAHARASHTRA,412208.0,IN
Nahan,HIMACHAL PRADESH,173001.0,IN
New delhi,DELHI,110043.0,IN
JAMSHEDPURJamshedpur,JHARKHAND,831004.0,IN
NELLORE,ANDHRA PRADESH,524226.0,IN
KATHAURA,UTTAR PRADESH,227817.0,IN
BENGALURU-11,KARNATAKA,560011.0,IN
delhi,DELHI,110046.0,IN
Nallasopara,MAHARASHTRA,401304.0,IN
HYDERABAD,ANDHRA PRADESH,500020.0,IN
New delhi,DELHI,110057.0,IN
bhubaneswar,ODISHA,751024.0,IN
Delhi,DELHI,110064.0,IN
Saphale,MAHARASHTRA,401102.0,IN
Kolkata,WEST BENGAL,700131.0,IN
Amravati,MAHARASHTRA,444605.0,IN
VIRAR east,MAHARASHTRA,401305.0,IN
Dombivali East,MAHARASHTRA,421203.0,IN
SURENDRANAGAR,Gujarat,363001.0,IN
JAHANGIRABAD,UTTAR PRADESH,203394.0,IN
"Hyderabad, Telangana",TELANGANA,500036.0,IN
Baleshwar,ODISHA,756019.0,IN
Ahmedabad,Gujarat,380024.0,IN
sundernagr,HIMACHAL PRADESH,175019.0,IN
UNNAO,UTTAR PRADESH,209866.0,IN
KANCHIPURAM,TAMIL NADU,600119.0,IN
Dumraon,BIHAR,802136.0,IN
PALAKKAD,KERALA,679337.0,IN
Tumkur,KARNATAKA,572104.0,IN
THIRUTHURAIPOONDI,TAMIL NADU,614713.0,IN
BANKIMNAGAR,TRIPURA,799035.0,IN
CHANDAMETA BUTARIA,MADHYA PRADESH,480441.0,IN
BILHAUR,UTTAR PRADESH,209202.0,IN
APIIC TADA,ANDHRA PRADESH,524401.0,IN
CHERTHALA,KERALA,688529.0,IN
BHANJANAGAR,ODISHA,761123.0,IN
Khammam District,TELANGANA,507158.0,IN
HALOL,Gujarat,389350.0,IN
TIRUCHIRAPPALLI,TAMIL NADU,621216.0,IN
Sagar,MADHYA PRADESH,470001.0,IN
kolkata,WEST BENGAL,700127.0,IN
Jaspur,UTTARAKHAND,244712.0,IN
Hyderabad,ANDHRA PRADESH,500057.0,IN
SILCHAR,ASSAM,788011.0,IN
SANGLI MIRAJ KUPWAD,MAHARASHTRA,416415.0,IN
"Kolazhy P.O, Thrissur",KERALA,680010.0,IN
PENUGONDA,ANDHRA PRADESH,534326.0,IN
KARIMPUR,WEST BENGAL,742303.0,IN
Shiggoun,KARNATAKA,581205.0,IN
NANGAVALLI,TAMIL NADU,636454.0,IN
Ulundurpet,TAMIL NADU,607201.0,IN
Bidhan Nagar,WEST BENGAL,700098.0,IN
Roha,MAHARASHTRA,402109.0,IN
Thrissur,KERALA,680508.0,IN
Karur,TAMIL NADU,639136.0,IN
Dombivali East,MAHARASHTRA,421201.0,IN
KUNKURI,CHHATTISGARH,496225.0,IN
DIPKA,CHHATTISGARH,495452.0,IN
Karur,TAMIL NADU,639113.0,IN
Palakkad kerala,KERALA,678574.0,IN
KOTHAGUDEM,TELANGANA,507119.0,IN
Thoothukudi,TAMIL NADU,628251.0,IN
port blair,ANDAMAN & NICOBAR ,744101.0,IN
Ledo,ASSAM,786182.0,IN
Musiri,TAMIL NADU,621211.0,IN
"Keeranoor,Mallur",TAMIL NADU,636203.0,IN
New delhi,DELHI,110071.0,IN
"Triplicane,CHENNAI",TAMIL NADU,600005.0,IN
PETTAI,TAMIL NADU,627010.0,IN
SHEIKHPURA,BIHAR,811315.0,IN
Virajpet,KARNATAKA,571211.0,IN
BHANDARA,MAHARASHTRA,441701.0,IN
SUNABEDA,ODISHA,763004.0,IN
Wada,MAHARASHTRA,421303.0,IN
AZARA,ASSAM,781128.0,IN
Kanchipuram district,TAMIL NADU,602106.0,IN
UNA,Gujarat,362560.0,IN
Sultan Bathery,KERALA,673595.0,IN
District Raigadh,MAHARASHTRA,410206.0,IN
RAZOLE,ANDHRA PRADESH,533242.0,IN
CHAKIA chandaulu,UTTAR PRADESH,232103.0,IN
METTUR DAM,TAMIL NADU,636452.0,IN
"BERHAMPUR, Ganjam",ODISHA,760010.0,IN
Indore,MADHYA PRADESH,452020.0,IN
Udhampur,JAMMU & KASHMIR,182101.0,IN
Visakhapatnam,ANDHRA PRADESH,530049.0,IN
HABRA,WEST BENGAL,743222.0,IN
CHENNIMALAI,TAMIL NADU,638051.0,IN
Manadan house,KERALA,680741.0,IN
NAVSARI,Gujarat,396424.0,IN
Thane(W),MAHARASHTRA,400607.0,IN
Krishnagiri,TAMIL NADU,635126.0,IN
UDUPI,KARNATAKA,576215.0,IN
PUTHALAM,TAMIL NADU,629602.0,IN
chennai,TAMIL NADU,600079.0,IN
Sehore,MADHYA PRADESH,466001.0,IN
THANE,MAHARASHTRA,421311.0,IN
VAKKOM,KERALA,695308.0,IN
NAGERCOIL,TAMIL NADU,629901.0,IN
mulund (east)MUMBAI,MAHARASHTRA,400081.0,IN
Chhota Udaipur,Gujarat,391165.0,IN
bangalore,KARNATAKA,560067.0,IN
Pampady,KERALA,686516.0,IN
"Howrah, Liluah",WEST BENGAL,711204.0,IN
ROHTAK,HARYANA,124021.0,IN
"Amruthahalli, Jakkur Post",KARNATAKA,560064.0,IN
CHANDAULI,UTTAR PRADESH,233232.0,IN
Bhubaneswar,ODISHA,751022.0,IN
Panchkula,HARYANA,134107.0,IN
Agartala,TRIPURA,799210.0,IN
ILKAL,KARNATAKA,587125.0,IN
GOGIPETH,KARNATAKA,585309.0,IN
THAKURLI,MAHARASHTRA,421201.0,IN
MALDA,WEST BENGAL,732207.0,IN
SUNDARNAGAR,HIMACHAL PRADESH,174401.0,IN
Ponnur,KERALA,680501.0,IN
KOLKATA 53,WEST BENGAL,700053.0,IN
Danapur cantt,BIHAR,801503.0,IN
Ashoknagar,WEST BENGAL,743263.0,IN
KACHCHH,Gujarat,370001.0,IN
Hyderabad telangana,TELANGANA,500030.0,IN
Sirsi,KARNATAKA,581318.0,IN
Hydrabad,TELANGANA,502319.0,IN
"Bangalore,",KARNATAKA,560011.0,IN
Poonamallee,TAMIL NADU,600056.0,IN
CHHAPRAULI,UTTAR PRADESH,250617.0,IN
BANGALORE,KARNATAKA,560030.0,IN
Avanigadda,ANDHRA PRADESH,521122.0,IN
KANTABANJI,ODISHA,767039.0,IN
Gudalur,TAMIL NADU,625518.0,IN
FARRUKH NAGAR,HARYANA,123506.0,IN
bangalore,KARNATAKA,560083.0,IN
"Mahim (West), MUMBAI",MAHARASHTRA,400016.0,IN
PATNA,BIHAR,801103.0,IN
"Venjaramoodu, Thiruvananthapuram",KERALA,695607.0,IN
BELAGAVI,KARNATAKA,590018.0,IN
VALSAD,Gujarat,396045.0,IN
VIRAR west,MAHARASHTRA,401303.0,IN
Kazhakuttom. Thiruvananthapuram,KERALA,695586.0,IN
VASAI,MAHARASHTRA,401202.0,IN
ARIYALUR,TAMIL NADU,621707.0,IN
NATTAKAM,KERALA,686013.0,IN
HINDAUN city,RAJASTHAN,322230.0,IN
ALLAHABAD,UTTAR PRADESH,229412.0,IN
New Delhi,Delhi,110074.0,IN
Dhule,MAHARASHTRA,424002.0,IN
TIRTHAHALLI,KARNATAKA,577414.0,IN
BIKRAM,BIHAR,801104.0,IN
Dornakal,TELANGANA,506381.0,IN
UMBERGAON,Gujarat,396170.0,IN
CHITTOOR,ANDHRA PRADESH,517589.0,IN
CHOPPADANDI,TELANGANA,505415.0,IN
"Ettumanoor,Kottayam",KERALA,686016.0,IN
Merrut,UTTAR PRADESH,250406.0,IN
Thrissur,KERALA,680001.0,IN
UDAIPUR,RAJASTHAN,313004.0,IN
delhi,DELHI,110092.0,IN
MOHPA,MAHARASHTRA,441502.0,IN
Thiruvananthapuram,KERALA,695004.0,IN
CHITTOOR,ANDHRA PRADESH,517421.0,IN
Gorakhpur,UTTAR PRADESH,273405.0,IN
Chengamanad P O 683578,KERALA,683578.0,IN
NIZAMABAD,TELANGANA,503217.0,IN
TIRUPPUR,TAMIL NADU,641608.0,IN
Malda,WEST BENGAL,732102.0,IN
MANDI,HIMACHAL PRADESH,175045.0,IN
Allahabad,UTTAR PRADESH,211011.0,IN
vellore,TAMIL NADU,632404.0,IN
DARJEELING,WEST BENGAL,734104.0,IN
Palakkad,KERALA,679503.0,IN
bareilly,UTTAR PRADESH,243122.0,IN
"Sandur Taluk, bellary district",KARNATAKA,583119.0,IN
PACHORA,MAHARASHTRA,424201.0,IN
"NS Rd 10, JVPDS, Vile Parle (W) Mumbai",MAHARASHTRA,400049.0,IN
DABHOI,Gujarat,391210.0,IN
WARANGAL rural,TELANGANA,506005.0,IN
T.NARASAPURAM mandalam,ANDHRA PRADESH,534467.0,IN
RAYAGADA,ODISHA,765015.0,IN
Tarn Taran,PUNJAB,143117.0,IN
HALDIA,WEST BENGAL,721605.0,IN
Pondicherry,PUDUCHERRY,605007.0,IN
MAUDAHA,UTTAR PRADESH,210507.0,IN
Old DELHI,DELHI,110006.0,IN
Rangareddy,TELANGANA,501359.0,IN
"Kakkodi, kozhikode",KERALA,673611.0,IN
Thiruvallur,TAMIL NADU,602002.0,IN
Kathor,Gujarat,394150.0,IN
IMPHAL-West,MANIPUR,795004.0,IN
Bangalore,KARNATAKA,560052.0,IN
BARIPADA,ODISHA,757003.0,IN
LUCKNOW,UTTAR PRADESH,226009.0,IN
KEMRI,UTTAR PRADESH,244928.0,IN
DHARIWAL,PUNJAB,143519.0,IN
VARAMBALLI,KARNATAKA,576213.0,IN
Ramapuram,TAMIL NADU,629303.0,IN
KANGRA,HIMACHAL PRADESH,176216.0,IN
hyderabad,TELANGANA,500046.0,IN
DEBIPUR,WEST BENGAL,713169.0,IN
Shimoga,KARNATAKA,577204.0,IN
Morena,MADHYA PRADESH,476001.0,IN
BADLAPUR EAST,MAHARASHTRA,421503.0,IN
MUNDLAMURU,ANDHRA PRADESH,523265.0,IN
Erode,TAMIL NADU,636006.0,IN
Thiruvalla,KERALA,689621.0,IN
ANANTAPUR,ANDHRA PRADESH,516390.0,IN
kottaym,KERALA,686611.0,IN
VALSAD,Gujarat,396030.0,IN
Mangalore,KARNATAKA,575006.0,IN
Visakhapatnam,ANDHRA PRADESH,530020.0,IN
HANUMANGARH,RAJASTHAN,335513.0,IN
jalgaon,MAHARASHTRA,425001.0,IN
COIMBATORE,TAMIL NADU,641033.0,IN
Kolkata-700064,WEST BENGAL,700064.0,IN
Tumkur,KARNATAKA,572102.0,IN
UTHUKKOTTAI,TAMIL NADU,602026.0,IN
UMRETH,Gujarat,388220.0,IN
AHMEDNAGAR,MAHARASHTRA,414003.0,IN
Orang,ASSAM,784114.0,IN
KANNUR,KERALA,670673.0,IN
PORT BLAIR / South Andaman,ANDAMAN & NICOBAR ,744101.0,IN
JHARIA,JHARKHAND,828111.0,IN
JALANDHAR,PUNJAB,144416.0,IN
ALMORA,UTTARAKHAND,263658.0,IN
Ahmednagar,MAHARASHTRA,411003.0,IN
Kottayam,KERALA,686603.0,IN
Chickballapur,KARNATAKA,562101.0,IN
Belghria,WEST BENGAL,700049.0,IN
OLD GOA,GOA,403108.0,IN
Bapatla,ANDHRA PRADESH,522113.0,IN
Tiruchirappalli,TAMIL NADU,620001.0,IN
TALIPADY,KARNATAKA,574150.0,IN
Tadong,SIKKIM,737102.0,IN
"BARH, PATNA",BIHAR,803215.0,IN
Ambala city,HARYANA,134003.0,IN
KAMALPUR,TRIPURA,799285.0,IN
Sicendrabad,TELANGANA,500010.0,IN
KULASEKHARAPURAM,KERALA,690528.0,IN
Manamadurai,TAMIL NADU,630606.0,IN
PortBlair,ANDAMAN & NICOBAR ,744102.0,IN
CHITTOOR,ANDHRA PRADESH,517167.0,IN
Sivagangai  district,TAMIL NADU,630106.0,IN
GURGAON,HARYANA,122004.0,IN
DHARMARAM KARIMNAGAR DISTRICT,TELANGANA,505416.0,IN
"INDIRAPURAM, GHAZIABAD",UTTAR PRADESH,201014.0,IN
Berhampur,Odisha,760002.0,IN
JHANSI,UTTAR PRADESH,284120.0,IN
MAURANIPUR,UTTAR PRADESH,284204.0,IN
Jammu,JAMMU & KASHMIR,180002.0,IN
SIDDHARTHNAGAR,UTTAR PRADESH,272202.0,IN
VISAKHAPATNAM,ANDHRA PRADESH,531035.0,IN
Trivandrum,KERALA,695582.0,IN
SILCHAR,ASSAM,788007.0,IN
"Kalaiyanur, coimbatore",TAMIL NADU,641108.0,IN
Kanpur,UTTAR PRADESH,208005.0,IN
GHAZIABAD,UTTAR PRADESH,201206.0,IN
PUNE,MAHARASHTRA,411039.0,IN
West Champaran,BIHAR,845306.0,IN
Murwara Katni,MADHYA PRADESH,483501.0,IN
CALICUT,KERALA,673010.0,IN
ATHIRAMPUZHA,KERALA,686602.0,IN
PALI HARDOI DISTRICT,UTTAR PRADESH,241123.0,IN
MUMBAi,MAHARASHTRA,400055.0,IN
Kadapra Niranam,KERALA,689621.0,IN
"Kalapatti, Coimbatore",TAMIL NADU,641048.0,IN
ANAND,Gujarat,388121.0,IN
BHAVNAGAR,Gujarat,364004.0,IN
nellore city,ANDHRA PRADESH,524003.0,IN
VIRUDHACHALAM,TAMIL NADU,606003.0,IN
WARANGAL,TELANGANA,506244.0,IN
JALANDHAR,PUNJAB,144012.0,IN
PANAJI,GOA,403003.0,IN
"Attur, salem",TAMIL NADU,636108.0,IN
KOTHAGUDEM,TELANGANA,507118.0,IN
"PUNE, 51",MAHARASHTRA,411041.0,IN
mumbai,MAHARASHTRA,400086.0,IN
Chittapur tq,KARNATAKA,585211.0,IN
"Avanyapuram , Madurai",TAMIL NADU,625012.0,IN
Inkollu,ANDHRA PRADESH,523167.0,IN
Mallanwala khas/ferozepur,PUNJAB,152021.0,IN
GOBINDPUR,JHARKHAND,828109.0,IN
SONARPUR,WEST BENGAL,700150.0,IN
BHOGAON,UTTAR PRADESH,205262.0,IN
RECKONG PEO,HIMACHAL PRADESH,172107.0,IN
..katra,JAMMU & KASHMIR,182301.0,IN
KANDHAR,MAHARASHTRA,431714.0,IN
SATARA,MAHARASHTRA,415114.0,IN
PATNA,BIHAR,801111.0,IN
Barhalganj,UTTAR PRADESH,273402.0,IN
Ranipet,TAMIL NADU,632404.0,IN
MUSABANI,JHARKHAND,832104.0,IN
nasik,MAHARASHTRA,422001.0,IN
ANANTAPUR,ANDHRA PRADESH,515832.0,IN
Ambarnath,MAHARASHTRA,421505.0,IN
MUMMIDIVARAM,ANDHRA PRADESH,533216.0,IN
AGAR,MADHYA PRADESH,465441.0,IN
Perambra,KERALA,673524.0,IN
Nagpur,MAHARASHTRA,440027.0,IN
NASHIK,MAHARASHTRA,422213.0,IN
howrah,WEST BENGAL,711113.0,IN
KOCHI,KERALA,682036.0,IN
Thiruvananthapuram,KERALA,695027.0,IN
MURUD,MAHARASHTRA,402401.0,IN
KANKAVLI,MAHARASHTRA,416609.0,IN
KALYAN DOMBIVLI,MAHARASHTRA,421203.0,IN
Baithalangso,ASSAM,782450.0,IN
Delhi,Delhi,110034.0,IN
upleta,Gujarat,360490.0,IN
North 24 Parganas,WEST BENGAL,700059.0,IN
Greater Noida West,UTTAR PRADESH,201310.0,IN
GUNTUR,ANDHRA PRADESH,521120.0,IN
ELGAID,TELANGANA,505525.0,IN
Kallakuruchi,TAMIL NADU,605766.0,IN
hyderabad,TELANGANA,500037.0,IN
Solapur,MAHARASHTRA,413004.0,IN
"R.C. Technical College Road, Ghatlodia, AHMEDABAD",Gujarat,380061.0,IN
BILASPUR,HIMACHAL PRADESH,174027.0,IN
KALUGUMALAI,TAMIL NADU,628552.0,IN
SAO JOSE DE AREAL,GOA,403707.0,IN
TRIVANDRUM,KERALA,695572.0,IN
SULTANPUR,UTTAR PRADESH,228159.0,IN
Ranpur,ODISHA,752026.0,IN
Kazipet,TELANGANA,506003.0,IN
"Chengannur, Alappuzha District",KERALA,689505.0,IN
Gurgaon,HARYANA,122005.0,IN
SATANA,MAHARASHTRA,423301.0,IN
KANNIYAKUMARI,TAMIL NADU,629171.0,IN
FAIZABAD,UTTAR PRADESH,224206.0,IN
Bajpe,KARNATAKA,574142.0,IN
DIDWANA,RAJASTHAN,341303.0,IN
Dehra H.O,HIMACHAL PRADESH,177101.0,IN
EAST DELHI,Delhi,110091.0,IN
BIKAPUR,UTTAR PRADESH,224204.0,IN
Bangalore,KARNATAKA,560049.0,IN
Allahabad,UTTAR PRADESH,211016.0,IN
Jaipur,RAJASTHAN,302023.0,IN
Pune,MAHARASHTRA,411026.0,IN
Chamarajanagar,KARNATAKA,571313.0,IN
Pune,MAHARASHTRA,412109.0,IN
Changanacherry,KERALA,686536.0,IN
THIRUVANANTHAPURAM 1,KERALA,695001.0,IN
Bishnah,JAMMU & KASHMIR,181132.0,IN
Duliajan,ASSAM,786602.0,IN
Panvel,MAHARASHTRA,410210.0,IN
"Bhandup (west), Mumbai - 400078",MAHARASHTRA,400078.0,IN
PERINAD,KERALA,691590.0,IN
JAMNAGAR,Gujarat,361009.0,IN
UNCHAHAR,UTTAR PRADESH,229404.0,IN
"Goregaon (West), Mumbai",MAHARASHTRA,400062.0,IN
Ahmedabad,Gujarat,380006.0,IN
ARNI,TAMIL NADU,632301.0,IN
CHENGALPATTU,TAMIL NADU,603127.0,IN
KHAPAT,Gujarat,362530.0,IN
Jalandhar Cantt,PUNJAB,144005.0,IN
IRINJALAKUDA,KERALA,680661.0,IN
beed,MAHARASHTRA,431122.0,IN
Rahui Block. Local town-Biharsarif,BIHAR,803119.0,IN
Uttar Bagdogra,WEST BENGAL,734014.0,IN
ALIGARH,UTTAR PRADESH,202165.0,IN
HSIIDC INDUSTRIAL ESTATE PANIPAT,HARYANA,132140.0,IN
THIROOR,KERALA,680581.0,IN
THANE. West,MAHARASHTRA,400601.0,IN
SINGARAYAKONDA,ANDHRA PRADESH,523101.0,IN
Guwahati,ASSAM,781029.0,IN
KANGRA,HIMACHAL PRADESH,176057.0,IN
"CHITTETHUKARA, KAKKANAD,COCHIN",KERALA,682037.0,IN
HAORA,WEST BENGAL,711409.0,IN
Barasat,WEST BENGAL,700127.0,IN
AZAMGARH,UTTAR PRADESH,223221.0,IN
"Malwani church, Malad west , Mumbai.",MAHARASHTRA,400095.0,IN
bangalore,KARNATAKA,560103.0,IN
Aurangabad,MAHARASHTRA,431154.0,IN
SOLAN,HIMACHAL PRADESH,173213.0,IN
rayabhupalapatnam,ANDHRA PRADESH,533437.0,IN
MYDUKUR,ANDHRA PRADESH,516172.0,IN
SHOPIAN,JAMMU & KASHMIR,192303.0,IN
KELAMANGALAM,TAMIL NADU,635113.0,IN
BIRUR,KARNATAKA,577116.0,IN
THOOTHUKKUDI,TAMIL NADU,628717.0,IN
"Old MATHIGIRI, Hosur",TAMIL NADU,635110.0,IN
ULLAL,KARNATAKA,575023.0,IN
Thanjavur,TAMIL NADU,613401.0,IN
Kozhikode,KERALA,673017.0,IN
MURTAJAPUR,MAHARASHTRA,444107.0,IN
dombivli west,MAHARASHTRA,421202.0,IN
MULLASSERY,KERALA,680509.0,IN
Chennai,TAMIL NADU,600036.0,IN
SIBSAGAR,ASSAM,785664.0,IN
Azamgarh,UTTAR PRADESH,276406.0,IN
KOZHIKODE,KERALA,673527.0,IN
DHARWAD,KARNATAKA,580005.0,IN
Dimapur,Nagaland,797112.0,IN
dhanori-vishrantwadi,MAHARASHTRA,411015.0,IN
RAJAPALAYAM VIRUDHUNAGAR DISTRICT,TAMIL NADU,626102.0,IN
Vadodara,Gujarat,390009.0,IN
THIRUVANANTHAPURAM,KERALA,695584.0,IN
VIKRAMASINGAPURAM,TAMIL NADU,627425.0,IN
DAMANJODI,ODISHA,763008.0,IN
SANTOKHGARH,HIMACHAL PRADESH,174301.0,IN
VASAI(W),MAHARASHTRA,401201.0,IN
Kaliakkavila Maruthancode,TAMIL NADU,629153.0,IN
MANAKONDUR,TELANGANA,505469.0,IN
DEHRADUN 248001,UTTARAKHAND,248001.0,IN
TODABHIM,RAJASTHAN,321611.0,IN
Dombivli west 421202,MAHARASHTRA,421202.0,IN
Ambala,HARYANA,133202.0,IN
EZHUDESAM,TAMIL NADU,629154.0,IN
Balasore,ODISHA,756046.0,IN
"Huvinahadagali (tq),, Ballari (d)",KARNATAKA,583217.0,IN
LUDHIANA,PUNJAB,141116.0,IN
Ernakullam,KERALA,682024.0,IN
Soro,Odisha,756046.0,IN
Kolkata,WEST BENGAL,700029.0,IN
SIHOR,Gujarat,364240.0,IN
Contai,WEST BENGAL,721401.0,IN
Tri nagar,Delhi,110035.0,IN
Karwar,KARNATAKA,581301.0,IN
Ernakulam,KERALA,686667.0,IN
JAMMU,JAMMU & KASHMIR,181121.0,IN
ANANDNAGAR,UTTAR PRADESH,273155.0,IN
calicut,KERALA,673005.0,IN
mumbai,MAHARASHTRA,400104.0,IN
Thrissur,KERALA,680004.0,IN
BOUDH,ODISHA,762014.0,IN
Visakhapatnam,ANDHRA PRADESH,531035.0,IN
Kalamassery,KERALA,682022.0,IN
SINGNAPUR KOPARGAON,MAHARASHTRA,423601.0,IN
CHITTUR,KERALA,678510.0,IN
New delhi,DELHI,110064.0,IN
LAKHIMPUR Kheri,UTTAR PRADESH,262701.0,IN
KANNUR,KERALA,670705.0,IN
Kurnool,ANDHRA PRADESH,518543.0,IN
Vadodara,Gujarat,390007.0,IN
"KALYAN, THANE",MAHARASHTRA,421102.0,IN
PIMPLE GURAV,MAHARASHTRA,411061.0,IN
GOLABANDHA,ODISHA,761052.0,IN
PUNALUR,KERALA,691331.0,IN
DHAR KALAN,PUNJAB,145001.0,IN
Rasayani,MAHARASHTRA,410222.0,IN
AGRA,UTTAR PRADESH,282008.0,IN
BEHROR,RAJASTHAN,301701.0,IN
GUNTUR,ANDHRA PRADESH,522019.0,IN
Ranchi,JHARKHAND,834003.0,IN
DANTEWADA,CHHATTISGARH,494115.0,IN
SONATIKIRI,WEST BENGAL,743245.0,IN
NAGRI KALAN,JHARKHAND,828113.0,IN
JAYNAGAR MAZILPUR,WEST BENGAL,743337.0,IN
VIZIANAGARAM,ANDHRA PRADESH,535006.0,IN
Chandigarh,CHANDIGARH,160003.0,IN
Namakkal,TAMIL NADU,637020.0,IN
"NAHAN, Sirmour",HIMACHAL PRADESH,173001.0,IN
CHELORA,KERALA,670006.0,IN
Peddapalli District,TELANGANA,505215.0,IN
"Nagercoil-4, 629004",TAMIL NADU,629004.0,IN
Bhopal,MADHYA PRADESH,462024.0,IN
FARAKKA BARRAGE TOWNSHIP,WEST BENGAL,742202.0,IN
Sonbarsa,BIHAR,843330.0,IN
Vadodara,Gujarat,391410.0,IN
CHITRAKOOT,MADHYA PRADESH,485334.0,IN
LUCKNOW CANTT,UTTAR PRADESH,226002.0,IN
Enathu,KERALA,691526.0,IN
BISALPUR,UTTAR PRADESH,248870.0,IN
Hyderabad,TELANGANA,500087.0,IN
CHIMBELPanjim,GOA,403006.0,IN
Hyderabad,ANDHRA PRADESH,500034.0,IN
Badkulla,WEST BENGAL,741121.0,IN
PUNE,MAHARASHTRA,412114.0,IN
NALANDA,Bihar,803101.0,IN
bangalore,KARNATAKA,560023.0,IN
DOMBIVLI WEST,MAHARASHTRA,421202.0,IN
Nashik,MAHARASHTRA,422008.0,IN
DINDIGUL,TAMIL NADU,624601.0,IN
GANDHINAGAR,Gujarat,382042.0,IN
Bangalore,KARNATAKA,560012.0,IN
VASCO-DA-GAMA,GOA,403802.0,IN
ITARSI,MADHYA PRADESH,461115.0,IN
THIRUVANANTHAPURAM,KERALA,695587.0,IN
THANE,MAHARASHTRA,400612.0,IN
"Mira bhayandar,Thane",MAHARASHTRA,401101.0,IN
DELHI,DELHI,110021.0,IN
"walkeshwar,mumbai",MAHARASHTRA,400006.0,IN
GAUTAM BUDDHA NAGAR,UTTAR PRADESH,201307.0,IN
PANCHLA,WEST BENGAL,711322.0,IN
Ulhasnager,MAHARASHTRA,421004.0,IN
DAVANAGERE,KARNATAKA,577221.0,IN
EDAPPADI,TAMIL NADU,637101.0,IN
NOIDA Gautam Buddha Nagar,UTTAR PRADESH,201309.0,IN
New delhi,DELHI,110046.0,IN
"Tirurangadi, Malappuram",KERALA,676306.0,IN
"Vazhakkala  , kochi",KERALA,682030.0,IN
RUPBAS,RAJASTHAN,321302.0,IN
BETALBATIM,GOA,403713.0,IN
BHILAI,CHHATTISGARH,490024.0,IN
VASAI VIRAR,MAHARASHTRA,401210.0,IN
KANHANGAD,KERALA,671315.0,IN
Mughalsarai,UTTAR PRADESH,232101.0,IN
kochi,KERALA,683106.0,IN
Alappuzha,KERALA,688001.0,IN
KANJIRAMKULAM,KERALA,695526.0,IN
VAIKOM,KERALA,686141.0,IN
SHEOSAGAR,BIHAR,821111.0,IN
Kozhikode,KERALA,673571.0,IN
ETAWAH,UTTAR PRADESH,206130.0,IN
Rajpura,Punjab,140402.0,IN
Secendrabad,TELANGANA,500062.0,IN
MAPUSA,GOA,403502.0,IN
KOTHAMANGALAM,KERALA,686671.0,IN
GHAZIABADSahibabad,UTTAR PRADESH,201005.0,IN
Udaipurwati Jhunjhunu,RAJASTHAN,333307.0,IN
Kadipur,UTTAR PRADESH,228161.0,IN
BEYPORE,KERALA,673655.0,IN
PALGHAR,MAHARASHTRA,401201.0,IN
kolkata,WEST BENGAL,700016.0,IN
DIPHU,ASSAM,782462.0,IN
SAGAR,KARNATAKA,577412.0,IN
Champawat,UTTARAKHAND,262524.0,IN
Ernakulam,KERALA,682030.0,IN
PARIKSHITGARH,UTTAR PRADESH,250406.0,IN
KALAMASSERY,KERALA,682033.0,IN
Tinsukia,ASSAM,786125.0,IN
Navi Mumbai,MAHARASHTRA,410208.0,IN
Payyanur,KERALA,670327.0,IN
Thrissur,KERALA,680655.0,IN
HEMGIR,ODISHA,770024.0,IN
JALANDHAR,PUNJAB,144031.0,IN
ALATHUR,KERALA,678703.0,IN
KOLLEGAL,KARNATAKA,571443.0,IN
Vijaypur,KARNATAKA,586103.0,IN
Chunchale Tal Chopda Dis Jalgaon,MAHARASHTRA,425107.0,IN
Nellithope,PUDUCHERRY,605005.0,IN
RENUKA,HIMACHAL PRADESH,173022.0,IN
Jalandhar,PUNJAB,144008.0,IN
Ara,JHARKHAND,829134.0,IN
NEW DELHI 110034,DELHI,110056.0,IN
howrah,WEST BENGAL,711101.0,IN
KHEDA,Gujarat,388421.0,IN
BEGUSARAI,BIHAR,851116.0,IN
Kolkata,WEST BENGAL,700071.0,IN
JAKHOLI,UTTARAKHAND,246475.0,IN
KURDUWADI,MAHARASHTRA,413208.0,IN
Chengelpet,TAMIL NADU,603203.0,IN
Anandpur sahib,PUNJAB,140118.0,IN
VIZIANAGARAM,ANDHRA PRADESH,535568.0,IN
Dehradun,UTTARAKHAND,249204.0,IN
Couch Behar,WEST BENGAL,736101.0,IN
JAMMU,JAMMU & KASHMIR,181152.0,IN
RAIGHAR,ODISHA,764074.0,IN
KORATTY,KERALA,680309.0,IN
KOCHI,KERALA,682510.0,IN
KHORDA,ODISHA,751015.0,IN
"TIRUPATHUR , tirupattur district",TAMIL NADU,635601.0,IN
Dhanbad,JHARKHAND,828101.0,IN
"Ernakulam,Aluva",KERALA,683106.0,IN
CUTTACK,ODISHA,754207.0,IN
